ticker,negative,neutral,positive,fact,opinion,volume,conviction,extremity
CHPT,3,0,1,1,3,4,0.75,1.0
GMS,2,1,1,1,3,4,0.75,1.0
DG,2,1,2,1,4,5,0.8,1.0
LAKE,0,1,4,2,3,5,0.6,1.0
CASY,1,1,2,3,1,4,0.25,1.0
GEF,1,3,1,3,2,5,0.4,0.3333
DLMAF,0,1,4,1,4,5,0.8,1.0
AEO,1,1,2,3,1,4,0.25,1.0
HRL,3,1,1,3,2,5,0.4,1.0
TOST,1,0,4,1,4,5,0.8,1.0
DLTR,3,2,4,3,6,9,0.6667,0.5
HOOD,2,3,13,5,13,18,0.7222,0.3333
PSTG,1,2,9,5,7,12,0.5833,0.5
MRVL,5,5,11,8,13,21,0.619,0.2
CPB,7,2,6,3,12,15,0.8,0.5
BMY,4,0,1,1,4,5,0.8,1.0
EURL,5,1,2,2,6,8,0.75,1.0
OIL,0,0,2,2,0,2,0.0,1.0
FLUX,10,2,3,5,10,15,0.6667,0.5
CURV,6,1,3,6,4,10,0.4,1.0
BOX,1,3,6,4,6,10,0.6,0.3333
BASE,1,1,3,2,3,5,0.6,1.0
CTRN,0,0,5,0,5,5,1.0,1.0
AFL,0,0,4,2,2,4,0.5,1.0
SHOP,0,0,10,0,10,10,1.0,1.0
VRT,2,0,6,2,6,8,0.75,1.0
FL,3,3,2,4,4,8,0.5,0.3333
NARI,1,1,3,1,4,5,0.8,1.0
BNS,2,5,3,6,4,10,0.4,0.2
ZS,8,4,7,6,13,19,0.6842,0.25
WEC,0,0,3,1,2,3,0.6667,1.0
PROSY,1,0,4,0,5,5,1.0,1.0
CRDO,1,1,2,1,3,4,0.75,1.0
ALCO,1,1,3,2,3,5,0.6,1.0
ZUO,3,2,0,2,3,5,0.6,0.5
SLX,5,5,7,8,9,17,0.5294,0.2
QQQM,8,31,18,44,13,57,0.2281,0.0323
HHF.TO,0,6,6,7,5,12,0.4167,0.1667
AILE,6,3,1,3,7,10,0.7,0.3333
LSPD,1,1,2,1,3,4,0.75,1.0
IBRX,3,1,6,4,6,10,0.6,1.0
IMPP,3,0,2,1,4,5,0.8,1.0
DSGX,0,0,5,0,5,5,1.0,1.0
DCI,0,0,5,0,5,5,1.0,1.0
CHH,2,3,5,5,5,10,0.5,0.3333
ZG,0,0,3,0,3,3,1.0,1.0
NU,2,3,11,4,12,16,0.75,0.3333
SYK,0,0,4,0,4,4,1.0,1.0
SQ,2,0,10,2,10,12,0.8333,1.0
SOXX,4,3,1,7,1,8,0.125,0.3333
AIQ,2,8,10,14,6,20,0.3,0.125
CHIX,0,2,3,3,2,5,0.4,0.5
IYR,0,4,5,6,3,9,0.3333,0.25
INDY,2,1,0,1,2,3,0.6667,1.0
IYH,5,0,1,2,4,6,0.6667,1.0
STLA,1,4,1,5,1,6,0.1667,0.25
LTCUSD,0,4,3,4,3,7,0.4286,0.25
HBA.TO,4,3,0,4,3,7,0.4286,0.3333
KSA,1,2,0,2,1,3,0.3333,0.5
AX,2,4,9,8,7,15,0.4667,0.25
BGNE,1,1,2,2,2,4,0.5,1.0
PTCT,2,0,3,2,3,5,0.6,1.0
BIOR,2,1,2,1,4,5,0.8,1.0
CABA,0,2,5,2,5,7,0.7143,0.5
WYHG,1,1,2,2,2,4,0.5,1.0
MNSO,0,5,5,7,3,10,0.3,0.2
CNTMF,2,1,2,2,3,5,0.6,1.0
CLSK,2,2,1,3,2,5,0.4,0.5
NAT,2,1,2,3,2,5,0.4,1.0
ADSK,7,2,9,4,14,18,0.7778,0.5
DDD,0,0,3,0,3,3,1.0,1.0
BIDU,10,7,15,15,17,32,0.5312,0.1429
FGF,1,3,1,4,1,5,0.2,0.3333
RSGUF,1,1,3,3,2,5,0.4,1.0
GOGL,0,1,4,2,3,5,0.6,1.0
MGROF,1,1,3,3,2,5,0.4,1.0
FRO,3,3,4,6,4,10,0.4,0.3333
CMPGY,0,0,5,1,4,5,0.8,1.0
IMMR,2,1,2,2,3,5,0.6,1.0
BBY,3,2,0,2,3,5,0.6,0.5
AXS,0,0,4,1,3,4,0.75,1.0
CLVR,0,1,4,2,3,5,0.6,1.0
DELL,15,4,8,9,18,27,0.6667,0.25
HPQ,2,0,2,1,3,4,0.75,1.0
JWN,3,1,10,4,10,14,0.7143,1.0
NTNX,1,0,7,1,7,8,0.875,1.0
DB,6,4,9,7,12,19,0.6316,0.25
SJM,4,3,3,3,7,10,0.7,0.3333
WDAY,2,0,8,2,8,10,0.8,1.0
DKS,4,1,8,5,8,13,0.6154,1.0
WWD,0,3,9,5,7,12,0.5833,0.3333
ZM,3,1,10,2,12,14,0.8571,1.0
A,5,2,6,4,9,13,0.6923,0.5
HUBB,2,0,1,1,2,3,0.6667,1.0
RMBS,0,0,2,0,2,2,1.0,1.0
LESL,3,1,1,1,4,5,0.8,1.0
BLBD,0,2,8,2,8,10,0.8,0.5
AFRM,0,1,7,2,6,8,0.75,1.0
BSX,3,4,3,5,5,10,0.5,0.25
YY,0,1,4,1,4,5,0.8,1.0
FXLV,0,2,5,2,5,7,0.7143,0.5
BBWI,3,3,3,4,5,9,0.5556,0.3333
CWEN,0,0,2,0,2,2,1.0,1.0
URBN,1,2,2,2,3,5,0.6,0.5
BURL,1,1,3,3,2,5,0.4,1.0
AGZ,0,4,4,6,2,8,0.25,0.25
USDTUSD,0,1,6,3,4,7,0.5714,1.0
ANF,0,2,3,2,3,5,0.6,0.5
GPUS,1,3,1,5,0,5,0.0,0.3333
PFBC,4,3,3,4,6,10,0.6,0.3333
ADMA,2,2,1,4,1,5,0.2,0.5
SCVL,2,1,2,2,3,5,0.6,1.0
PG,6,5,4,5,10,15,0.6667,0.2
CPA,3,1,5,5,4,9,0.4444,1.0
ATR,0,2,3,2,3,5,0.6,0.5
NMHI,1,1,2,4,0,4,0.0,1.0
LIFWZ,4,1,0,1,4,5,0.8,1.0
WMG,2,0,2,1,3,4,0.75,1.0
ROST,1,1,7,4,5,9,0.5556,1.0
NTAP,0,2,13,3,12,15,0.8,0.5
DE,7,4,3,5,9,14,0.6429,0.25
BJ,0,1,3,1,3,4,0.75,1.0
AVPT,0,2,2,2,2,4,0.5,0.5
INTU,2,1,7,2,8,10,0.8,1.0
TCBI,1,2,2,3,2,5,0.4,0.5
BKE,3,0,2,2,3,5,0.6,1.0
IAS,0,1,9,2,8,10,0.8,1.0
DY,1,1,3,1,4,5,0.8,1.0
DBX,2,2,3,3,4,7,0.5714,0.5
MMS,1,1,3,2,3,5,0.6,1.0
SR,3,1,1,3,2,5,0.4,1.0
NIO,6,5,13,9,15,24,0.625,0.2
TJX,3,0,11,2,12,14,0.8571,1.0
TGT,9,6,5,7,13,20,0.65,0.1667
WIX,0,0,4,0,4,4,1.0,1.0
HDGE.TO,0,0,1,0,1,1,1.0,1.0
LUXH,1,1,2,2,2,4,0.5,1.0
ROAD,1,2,2,2,3,5,0.6,0.5
DRVN,0,1,4,2,3,5,0.6,1.0
AIM,2,1,2,2,3,5,0.6,1.0
LOW,7,2,8,4,13,17,0.7647,0.5
MDT,1,1,3,2,3,5,0.6,1.0
GFS,1,0,2,1,2,3,0.6667,1.0
BOOM,4,0,0,1,3,4,0.75,1.0
ENR,0,0,3,1,2,3,0.6667,1.0
AS,0,0,3,0,3,3,1.0,1.0
MIGI,3,0,2,1,4,5,0.8,1.0
VFS,12,2,6,6,14,20,0.7,0.5
ZIM,1,0,4,2,3,5,0.6,1.0
FUTU,1,1,6,4,4,8,0.5,1.0
TCOM,0,1,8,2,7,9,0.7778,1.0
FENC,1,2,2,3,2,5,0.4,0.5
JACK,4,0,4,2,6,8,0.75,1.0
XRAY,3,0,1,1,3,4,0.75,1.0
FIX,0,1,2,1,2,3,0.6667,1.0
SAVE,0,2,13,2,13,15,0.8667,0.5
FI,0,0,3,0,3,3,1.0,1.0
MGIC,0,0,3,0,3,3,1.0,1.0
XPEV,0,0,5,1,4,5,0.8,1.0
VIPS,2,1,2,1,4,5,0.8,1.0
AWK,0,0,5,3,2,5,0.4,1.0
EZPW,1,0,4,2,3,5,0.6,1.0
GSBD,6,18,4,21,7,28,0.25,0.0556
BKKT,2,3,10,5,10,15,0.6667,0.3333
MDCX,1,1,3,2,3,5,0.6,1.0
SBLK,2,2,6,4,6,10,0.6,0.5
ZETA,2,1,6,3,6,9,0.6667,1.0
BFAM,2,0,1,0,3,3,1.0,1.0
MRNA,2,1,6,4,5,9,0.5556,1.0
ANY,1,0,4,1,4,5,0.8,1.0
BTBT,1,0,4,0,5,5,1.0,1.0
GLNG,0,2,3,4,1,5,0.2,0.5
J,0,2,3,3,2,5,0.4,0.5
JMSB,2,1,2,2,3,5,0.6,1.0
ACM,0,2,3,2,3,5,0.6,0.5
WLK,0,0,5,3,2,5,0.4,1.0
ORGN,2,1,1,1,3,4,0.75,1.0
AGEN,3,1,1,1,4,5,0.8,1.0
SYF,2,1,2,2,3,5,0.6,1.0
KRON,3,0,2,2,3,5,0.6,1.0
DDS,1,1,3,2,3,5,0.6,1.0
BN,0,0,5,0,5,5,1.0,1.0
IBTA,1,0,3,0,4,4,1.0,1.0
POST,0,1,4,2,3,5,0.6,1.0
NICE,1,0,4,0,5,5,1.0,1.0
SBH,1,4,4,5,4,9,0.4444,0.25
GLOB,1,0,3,0,4,4,1.0,1.0
DOCS,0,0,3,0,3,3,1.0,1.0
AAP,4,0,0,0,4,4,1.0,1.0
BE,1,0,3,1,3,4,0.75,1.0
SYM,1,2,1,3,1,4,0.25,0.5
SRTS,0,1,4,1,4,5,0.8,1.0
AEYE,2,0,3,1,4,5,0.8,1.0
MPTI,3,0,3,1,5,6,0.8333,1.0
FLYW,2,1,1,3,1,4,0.25,1.0
TLSI,3,2,0,2,3,5,0.6,0.5
ASA,1,2,2,4,1,5,0.2,0.5
STTK,5,0,0,1,4,5,0.8,1.0
IDN,2,0,2,0,4,4,1.0,1.0
ALTG,6,3,1,5,5,10,0.5,0.3333
CSCO,2,2,5,4,5,9,0.5556,0.5
CIX,4,1,0,1,4,5,0.8,1.0
HI,4,0,1,0,5,5,1.0,1.0
FOUR,1,0,4,2,3,5,0.6,1.0
CYBR,1,1,6,1,7,8,0.875,1.0
SONO,2,0,1,0,3,3,1.0,1.0
CTRA,0,0,4,0,4,4,1.0,1.0
BLNK,3,1,0,1,3,4,0.75,1.0
ROIV,2,1,2,1,4,5,0.8,1.0
JD,0,2,3,2,3,5,0.6,0.5
REGN,2,1,2,3,2,5,0.4,1.0
XOS,2,1,2,2,3,5,0.6,1.0
BRBR,1,2,2,3,2,5,0.4,0.5
SPB,3,1,1,2,3,5,0.6,1.0
VERO,4,1,0,1,4,5,0.8,1.0
PANL,1,0,4,2,3,5,0.6,1.0
MRSN,2,0,3,2,3,5,0.6,1.0
GILD,1,0,4,2,3,5,0.6,1.0
ICUI,0,0,5,1,4,5,0.8,1.0
TGI,1,1,2,1,3,4,0.75,1.0
ALIT,2,1,2,2,3,5,0.6,1.0
MOS,2,0,3,1,4,5,0.8,1.0
AAON,1,2,2,4,1,5,0.2,0.5
HD,3,2,8,4,9,13,0.6923,0.5
AXSM,2,0,3,1,4,5,0.8,1.0
ZI,3,0,1,1,3,4,0.75,1.0
NTRA,0,0,3,0,3,3,1.0,1.0
CAVA,0,0,9,0,9,9,1.0,1.0
MARA,3,0,1,0,4,4,1.0,1.0
NSSC,2,2,6,5,5,10,0.5,0.5
TEO,1,1,2,2,2,4,0.5,1.0
GRPN,1,2,2,2,3,5,0.6,0.5
GPS,0,1,4,3,2,5,0.4,1.0
AGO,1,2,2,3,2,5,0.4,0.5
IAC,2,2,6,4,6,10,0.6,0.5
MNDY,1,1,3,3,2,5,0.4,1.0
LYV,3,1,5,4,5,9,0.5556,1.0
PGNY,3,3,4,3,7,10,0.7,0.3333
ARMK,2,3,0,3,2,5,0.4,0.3333
SHLS,2,0,1,1,2,3,0.6667,1.0
CMTG,2,3,3,4,4,8,0.5,0.3333
BR,0,2,3,4,1,5,0.2,0.5
LSCC,2,1,2,1,4,5,0.8,1.0
MIRM,1,1,3,2,3,5,0.6,1.0
TSVT,2,2,0,2,2,4,0.5,0.5
NRSNW,6,0,0,2,4,6,0.6667,1.0
LAZR,1,0,3,0,4,4,1.0,1.0
CMG,3,4,3,5,5,10,0.5,0.25
WMS,1,0,1,0,2,2,1.0,1.0
FBND,2,6,0,7,1,8,0.125,0.1667
CHIE,1,7,11,12,7,19,0.3684,0.1429
JGLD,2,6,1,7,2,9,0.2222,0.1667
VNM,0,4,5,5,4,9,0.4444,0.25
MCHI,0,4,5,4,5,9,0.5556,0.25
EC,1,0,4,2,3,5,0.6,1.0
ME,2,1,2,2,3,5,0.6,1.0
PPL,0,2,3,3,2,5,0.4,0.5
ALC,0,1,3,1,3,4,0.75,1.0
SVCO,1,2,2,4,1,5,0.2,0.5
LNZA,2,1,1,1,3,4,0.75,1.0
WES,1,3,1,4,1,5,0.2,0.3333
BX,0,1,7,1,7,8,0.875,1.0
FTRE,2,1,1,2,2,4,0.5,1.0
AMCX,5,0,0,1,4,5,0.8,1.0
PARA,4,1,4,5,4,9,0.4444,1.0
DNA,2,1,2,2,3,5,0.6,1.0
AGL,3,0,0,0,3,3,1.0,1.0
VALE,1,1,1,2,1,3,0.3333,1.0
SMAR,1,0,1,1,1,2,0.5,1.0
CE,2,0,0,0,2,2,1.0,1.0
ATMU,0,1,3,1,3,4,0.75,1.0
MLNK,0,0,2,0,2,2,1.0,1.0
OMCL,2,1,0,1,2,3,0.6667,1.0
AMH,0,2,2,4,0,4,0.0,0.5
TM,1,4,8,6,7,13,0.5385,0.25
FLEE,0,5,3,6,2,8,0.25,0.2
SHIBUSD,0,5,5,5,5,10,0.5,0.2
IQM,0,2,9,6,5,11,0.4545,0.5
RKLB,3,1,6,2,8,10,0.8,1.0
RDNT,1,2,1,4,0,4,0.0,0.5
EXFY,1,1,2,2,2,4,0.5,1.0
DH,1,0,4,2,3,5,0.6,1.0
TSBX,3,1,0,1,3,4,0.75,1.0
BHVN,1,1,3,1,4,5,0.8,1.0
STRO,0,1,3,3,1,4,0.25,1.0
III,1,1,2,2,2,4,0.5,1.0
LWAY,0,0,5,0,5,5,1.0,1.0
IGMS,3,1,0,1,3,4,0.75,1.0
NUTX,2,0,2,0,4,4,1.0,1.0
SBT,2,2,1,3,2,5,0.4,0.5
OPAL,1,1,3,2,3,5,0.6,1.0
DKNG,7,2,1,3,7,10,0.7,0.5
GCT,0,1,4,1,4,5,0.8,1.0
DRH,1,2,2,3,2,5,0.4,0.5
ZD,0,0,5,1,4,5,0.8,1.0
MTUS,3,0,2,2,3,5,0.6,1.0
VCTR,0,2,3,4,1,5,0.2,0.5
TTD,3,4,1,4,4,8,0.5,0.25
MTD,0,1,4,1,4,5,0.8,1.0
ALKT,1,1,3,4,1,5,0.2,1.0
PEB,2,1,7,2,8,10,0.8,1.0
CIVI,1,2,2,3,2,5,0.4,0.5
KOP,2,0,3,1,4,5,0.8,1.0
YMAB,4,0,1,2,3,5,0.6,1.0
ABNB,3,2,3,3,5,8,0.625,0.5
CGC,3,0,2,1,4,5,0.8,1.0
LCID,0,0,5,1,4,5,0.8,1.0
XERS,0,2,3,2,3,5,0.6,0.5
WPM,0,2,3,2,3,5,0.6,0.5
RLJ,0,1,4,1,4,5,0.8,1.0
PAHC,1,1,3,2,3,5,0.6,1.0
RCMT,1,1,3,3,2,5,0.4,1.0
ARRY,4,0,0,1,3,4,0.75,1.0
ALNT,1,0,4,2,3,5,0.6,1.0
MKSI,0,0,5,2,3,5,0.6,1.0
GRMN,0,0,8,0,8,8,1.0,1.0
MTSI,1,0,4,1,4,5,0.8,1.0
MWFLX,0,2,5,2,5,7,0.7143,0.5
TPVG,2,1,1,2,2,4,0.5,1.0
DCO,0,2,3,3,2,5,0.4,0.5
FSLY,0,1,3,1,3,4,0.75,1.0
ARM,2,0,2,1,3,4,0.75,1.0
COTY,3,0,1,0,4,4,1.0,1.0
TRIP,2,0,1,2,1,3,0.3333,1.0
Z,0,0,3,1,2,3,0.6667,1.0
XNCR,2,1,2,1,4,5,0.8,1.0
SITC,1,2,2,2,3,5,0.6,0.5
WTI,2,2,1,3,2,5,0.4,0.5
STRL,0,2,3,3,2,5,0.4,0.5
HUBS,0,0,4,2,2,4,0.5,1.0
ASH,0,2,3,4,1,5,0.2,0.5
CLNE,0,0,5,2,3,5,0.6,1.0
CLVT,5,0,0,0,5,5,1.0,1.0
JAZZ,1,1,3,2,3,5,0.6,1.0
ACGL,1,0,3,1,3,4,0.75,1.0
ARIS,0,1,4,3,2,5,0.4,1.0
STWD,1,1,3,1,4,5,0.8,1.0
PINS,1,0,9,2,8,10,0.8,1.0
CELH,1,0,4,0,5,5,1.0,1.0
MCHP,3,0,0,0,3,3,1.0,1.0
TME,0,0,3,0,3,3,1.0,1.0
IFF,1,1,6,2,6,8,0.75,1.0
DVN,2,0,5,2,5,7,0.7143,1.0
LUMN,1,0,7,0,8,8,1.0,1.0
NTB,1,1,3,1,4,5,0.8,1.0
IONS,0,1,4,1,4,5,0.8,1.0
PAYO,0,2,3,3,2,5,0.4,0.5
SHC,2,1,1,2,2,4,0.5,1.0
CRUS,1,0,3,0,4,4,1.0,1.0
APO,0,0,5,1,4,5,0.8,1.0
NYT,2,0,7,1,8,9,0.8889,1.0
FOXA,1,1,10,4,8,12,0.6667,1.0
INTA,2,1,2,1,4,5,0.8,1.0
MODG,1,1,3,1,4,5,0.8,1.0
PTLO,1,2,2,2,3,5,0.6,0.5
DEA,1,1,3,2,3,5,0.6,1.0
GT,1,0,3,1,3,4,0.75,1.0
EGHT,1,0,2,0,3,3,1.0,1.0
ILMN,3,0,2,0,5,5,1.0,1.0
MQ,2,0,1,0,3,3,1.0,1.0
CMS,0,0,2,0,2,2,1.0,1.0
HOLX,0,0,4,1,3,4,0.75,1.0
BCC,2,2,1,3,2,5,0.4,0.5
HHH,1,0,4,2,3,5,0.6,1.0
GOOD,2,1,2,2,3,5,0.6,1.0
FANG,2,4,1,6,1,7,0.1429,0.25
GLT,1,2,1,3,1,4,0.25,0.5
MED,1,0,3,2,2,4,0.5,1.0
CNTY,3,0,2,1,4,5,0.8,1.0
EXAS,0,0,5,1,4,5,0.8,1.0
ASM,1,1,3,2,3,5,0.6,1.0
RVTY,2,3,0,3,2,5,0.4,0.3333
PEG,2,0,1,1,2,3,0.6667,1.0
MAR,2,1,4,4,3,7,0.4286,1.0
L,2,0,2,0,4,4,1.0,1.0
BRK-B,3,3,9,6,9,15,0.6,0.3333
CEG,1,0,4,0,5,5,1.0,1.0
BAM,0,0,5,1,4,5,0.8,1.0
EXPD,2,1,4,2,5,7,0.7143,1.0
DD,0,0,5,1,4,5,0.8,1.0
CMRE,2,2,6,3,7,10,0.7,0.5
CHD,0,1,4,1,4,5,0.8,1.0
BEN,2,2,0,2,2,4,0.5,0.5
SOHO,0,1,3,2,2,4,0.5,1.0
DBRG,1,2,2,3,2,5,0.4,0.5
NVT,1,3,1,3,2,5,0.4,0.3333
D,2,3,7,7,5,12,0.4167,0.3333
CVX,0,3,6,4,5,9,0.5556,0.3333
BC,7,2,1,4,6,10,0.6,0.5
LYB,2,0,3,1,4,5,0.8,1.0
W,4,0,1,2,3,5,0.6,1.0
SPG,1,0,2,0,3,3,1.0,1.0
XOM,0,2,3,3,2,5,0.4,0.5
TZUP,0,0,4,0,4,4,1.0,1.0
DSGR,1,1,3,2,3,5,0.6,1.0
H,0,1,4,1,4,5,0.8,1.0
SABR,3,1,1,1,4,5,0.8,1.0
SRI,2,1,2,1,4,5,0.8,1.0
SM,3,1,0,3,1,4,0.25,1.0
LIN,0,1,4,1,4,5,0.8,1.0
NOK,0,4,5,7,2,9,0.2222,0.25
HII,5,3,2,4,6,10,0.6,0.3333
WEAV,0,1,4,1,4,5,0.8,1.0
SFM,0,2,2,2,2,4,0.5,0.5
SO,0,0,4,1,3,4,0.75,1.0
EBAY,2,0,2,0,4,4,1.0,1.0
UBER,1,0,6,0,7,7,1.0,1.0
RBLX,0,0,3,0,3,3,1.0,1.0
SBUX,11,1,0,3,9,12,0.75,1.0
ICE,0,2,3,2,3,5,0.6,0.5
GWW,0,2,3,2,3,5,0.6,0.5
ALTR,2,0,2,1,3,4,0.75,1.0
ALE,2,2,1,4,1,5,0.2,0.5
BG,3,1,3,1,6,7,0.8571,1.0
NVCR,2,0,3,0,5,5,1.0,1.0
ORN,2,0,3,0,5,5,1.0,1.0
MKL,1,2,2,2,3,5,0.6,0.5
MGPI,5,0,0,1,4,5,0.8,1.0
PRU,1,1,3,2,3,5,0.6,1.0
SWK,3,1,1,1,4,5,0.8,1.0
TT,0,1,4,2,3,5,0.6,1.0
EXC,0,1,4,2,3,5,0.6,1.0
ARCC,2,3,0,3,2,5,0.4,0.3333
MBLY,1,3,0,3,1,4,0.25,0.3333
GEHC,0,0,5,1,4,5,0.8,1.0
NRDS,0,0,4,0,4,4,1.0,1.0
ABBV,0,0,4,0,4,4,1.0,1.0
ITW,0,0,3,0,3,3,1.0,1.0
KHC,2,0,1,1,2,3,0.6667,1.0
WM,1,4,4,5,4,9,0.4444,0.25
XPO,0,0,5,2,3,5,0.6,1.0
GIC,3,1,1,2,3,5,0.6,1.0
TEL,0,1,3,1,3,4,0.75,1.0
GSK,1,1,2,1,3,4,0.75,1.0
HCRB,0,1,5,2,4,6,0.6667,1.0
PM,0,1,19,1,19,20,0.95,1.0
ESAB,0,1,4,1,4,5,0.8,1.0
MERC,3,0,2,2,3,5,0.6,1.0
SKWD,0,0,5,2,3,5,0.6,1.0
AMT,3,1,0,2,2,4,0.5,1.0
MSCI,2,1,7,3,7,10,0.7,1.0
CROX,0,0,5,1,4,5,0.8,1.0
SYY,1,1,3,2,3,5,0.6,1.0
CPAY,1,0,3,0,4,4,1.0,1.0
CPRT,1,1,7,3,6,9,0.6667,1.0
SC,0,2,7,4,5,9,0.5556,0.5
LTC,0,1,4,1,4,5,0.8,1.0
BRX,1,3,1,3,2,5,0.4,0.3333
CF,2,0,3,3,2,5,0.4,1.0
EHC,0,0,5,0,5,5,1.0,1.0
AMGN,1,2,2,3,2,5,0.4,0.5
BRO,0,0,5,1,4,5,0.8,1.0
WELL,0,4,6,6,4,10,0.4,0.25
SBAC,2,1,7,5,5,10,0.5,1.0
ON,1,2,2,2,3,5,0.6,0.5
BOW,1,1,3,1,4,5,0.8,1.0
JBLU,0,0,5,0,5,5,1.0,1.0
ENSG,1,0,8,2,7,9,0.7778,1.0
PHG,5,0,0,0,5,5,1.0,1.0
BOH,0,0,4,0,4,4,1.0,1.0
OVV,1,0,1,0,2,2,1.0,1.0
CNP,3,1,1,2,3,5,0.6,1.0
SKY,0,1,4,1,4,5,0.8,1.0
BOOT,0,0,5,0,5,5,1.0,1.0
FLJP,4,3,0,3,4,7,0.5714,0.3333
QQQN,1,0,6,3,4,7,0.5714,1.0
EPP,2,4,1,5,2,7,0.2857,0.25
DIA,0,0,9,2,7,9,0.7778,1.0
EA,0,2,3,4,1,5,0.2,0.5
CAKE,1,2,7,7,3,10,0.3,0.5
AKR,1,1,3,3,2,5,0.4,1.0
GNTX,0,0,5,1,4,5,0.8,1.0
CVI,3,1,1,2,3,5,0.6,1.0
SNYR,1,1,2,2,2,4,0.5,1.0
ASGN,1,1,7,3,6,9,0.6667,1.0
CNC,1,0,4,2,3,5,0.6,1.0
SKX,0,0,3,0,3,3,1.0,1.0
COUR,2,0,2,0,4,4,1.0,1.0
DXCM,2,0,1,1,2,3,0.6667,1.0
SAM,2,0,2,0,4,4,1.0,1.0
RMD,0,0,2,0,2,2,1.0,1.0
BNDW,0,4,3,6,1,7,0.1429,0.25
CPRI,1,3,2,4,2,6,0.3333,0.3333
RWR,0,5,7,6,6,12,0.5,0.2
ZYXI,1,2,2,2,3,5,0.6,0.5
TXRH,0,1,4,2,3,5,0.6,1.0
POOL,2,1,2,2,3,5,0.6,1.0
LHX,1,1,8,1,9,10,0.9,1.0
KKR,0,1,4,1,4,5,0.8,1.0
RCUS,1,1,2,1,3,4,0.75,1.0
IBM,11,4,7,8,14,22,0.6364,0.25
HAS,3,0,2,0,5,5,1.0,1.0
POR,0,0,5,0,5,5,1.0,1.0
AON,0,1,4,1,4,5,0.8,1.0
ALLE,1,1,3,3,2,5,0.4,1.0
LRCX,0,0,11,1,10,11,0.9091,1.0
SPR,3,0,1,1,3,4,0.75,1.0
LVS,4,0,0,0,4,4,1.0,1.0
TRU,0,2,3,2,3,5,0.6,0.5
AAL,2,0,3,1,4,5,0.8,1.0
UL,0,2,5,4,3,7,0.4286,0.5
DSY.PA,4,2,1,4,3,7,0.4286,0.5
URI,0,2,3,4,1,5,0.2,0.5
ODFL,2,0,3,0,5,5,1.0,1.0
LII,0,0,5,1,4,5,0.8,1.0
SYBT,1,1,3,2,3,5,0.6,1.0
TNL,0,1,4,2,3,5,0.6,1.0
HAFC,0,2,3,3,2,5,0.4,0.5
CME,0,0,5,0,5,5,1.0,1.0
TMO,3,0,2,3,2,5,0.4,1.0
EWBC,1,2,2,3,2,5,0.4,0.5
TFII,2,0,3,1,4,5,0.8,1.0
"QCOM, NASDAQ",3,1,0,1,3,4,0.75,1.0
ALGN,2,0,3,1,4,5,0.8,1.0
WEX,1,2,2,4,1,5,0.2,0.5
NBR,4,0,1,1,4,5,0.8,1.0
NSC,0,1,4,1,4,5,0.8,1.0
KTOS,0,1,3,1,3,4,0.75,1.0
PHM,2,0,2,0,4,4,1.0,1.0
HSTM,0,1,4,2,3,5,0.6,1.0
AUB,0,2,3,3,2,5,0.4,0.5
CLB,1,0,4,0,5,5,1.0,1.0
RAND.AS,0,1,7,3,5,8,0.625,1.0
IHG,0,1,9,2,8,10,0.8,1.0
SAP,0,1,9,1,9,10,0.9,1.0
LOGI,0,2,8,2,8,10,0.8,0.5
MCO,0,3,8,3,8,11,0.7273,0.3333
HDB,0,3,2,3,2,5,0.4,0.3333
ACWF,2,3,5,7,3,10,0.3,0.3333
EFSC,0,0,5,1,4,5,0.8,1.0
WHR,2,1,2,3,2,5,0.4,1.0
SASR,2,1,1,1,3,4,0.75,1.0
NUE,5,0,4,1,8,9,0.8889,1.0
ARE,1,3,6,6,4,10,0.4,0.3333
RACE,1,1,3,1,4,5,0.8,1.0
GNRC,1,0,3,0,4,4,1.0,1.0
CVS,1,1,8,1,9,10,0.9,1.0
HTZ,3,0,1,0,4,4,1.0,1.0
CVRX,1,1,2,1,3,4,0.75,1.0
STLD,5,2,3,3,7,10,0.7,0.5
ALV,3,1,0,2,2,4,0.5,1.0
UPS,4,2,2,2,6,8,0.75,0.5
PAC,0,0,4,1,3,4,0.75,1.0
GOOS,4,0,1,1,4,5,0.8,1.0
CADE,0,2,3,2,3,5,0.6,0.5
ELS,1,3,1,3,2,5,0.4,0.3333
BMI,1,0,3,0,4,4,1.0,1.0
MMC,0,1,4,1,4,5,0.8,1.0
AVY,0,0,4,0,4,4,1.0,1.0
SE,0,0,4,0,4,4,1.0,1.0
ASML,11,5,0,6,10,16,0.625,0.2
MC.PA,10,3,3,7,9,16,0.5625,0.3333
APAM,2,3,6,6,5,11,0.4545,0.3333
ASML.AS,6,4,1,6,5,11,0.4545,0.25
IRDM,0,4,1,4,1,5,0.2,0.25
EFX,0,1,4,1,4,5,0.8,1.0
HTHT,0,0,5,0,5,5,1.0,1.0
TWN,0,3,7,3,7,10,0.7,0.3333
BND,2,5,3,7,3,10,0.3,0.2
CAT,3,0,0,0,3,3,1.0,1.0
VFC,0,0,3,0,3,3,1.0,1.0
FROG,0,0,2,0,2,2,1.0,1.0
YELP,1,0,3,1,3,4,0.75,1.0
EEM,1,5,3,7,2,9,0.2222,0.2
APPF,0,0,5,2,3,5,0.6,1.0
ALTM,2,0,3,2,3,5,0.6,1.0
